社会,「防御」から「他人にうつさない」へ医療崩壊防ぐために、伝わるメッセージを（47NEWS）,1157,「ゴールデンウィークに旅行に行く計画なんですよ。どうしようかな」「緊急事態宣言」が、１６日に全都道府県に拡大された後の街頭インタビューだ。「３密」「STAY HOME」の呼びかけに反した行動も報道されている。 コロナ危機は現実だ。１％でも自粛をしない人がいてはいけないし、全員一人残らず行動を抑えないと制御が難しい。にも関わらず、なぜ行動を変えることができないか。それには「医療崩壊」の深刻さが伝わっていないこと、行政からの情報のメッセージ性の弱さがある。（リスク管理・コミュニケーションコンサルタント＝西澤真理子）▽医療崩壊は、最後の砦が消えること「医療崩壊」と聞いてどれだけの人が具体的にイメージできるだろうか。端的に書けば、誰でもが頼りにしている「最後の砦」が消える。普通にあった頼りの綱が消えるのだ。新型コロナウイルス感染者が増えれば、集中治療室（ＩＣＵ）や人工呼吸器が必要な重症化した患者が治療できなくなる。高度医療を提供し、交通事故、脳梗塞や心臓疾患での救急医療、がんや高度な技術を要する病気の治療を担っている拠点病院の機能もマヒする。結果として本来なら助かった命が減る。医療崩壊は感染確認者数が突出して多い東京都で深刻になってきている。ＮＨＫの報道によると、１３日時点で東京都の新型コロナ対応の病床数（隔離病床）は９７%が埋まっていたが、２０日の調べでは１３０％になった。重症化患者の受け入れを断らざるを得ない状況が始まってきたのだ。▽崩壊しつつある医療現場日本が直面しつつある「医療崩壊」には７つの段階がある。１．新型コロナ感染症の陽性者が病床を埋めてしまう検査で陽性とされると入院措置が取られる。現在の法の枠組みでは患者は無症状でも隔離病床を必要とするからだ。この病床が東京ではほぼ満床のため、検査で陽性の軽症者、無症状者を自宅療養か自治体が借り上げたホテルに収容する動きが始まったが、その動きが陽性者の増大に追いついていない。２．新型コロナ重症患者数がＩＣＵを占有、不足させる新型コロナ感染症が重症化した患者を救命するためにはＩＣＵと、重度の肺炎を治療する人工呼吸器や、新型コロナウイルス治療の最後の砦とされる人工肺（ＥＣＭＯ・エクモ）が必要だ。しかし報道によると、日本は人口１０万人当たりのＩＣＵ病床数がドイツや米国の４～５分の１とされ、高度な医療機器を操作できる人材も不足している。人工呼吸器の確保が急がれる中、メーカーが生産と輸入を増やしているが今後、重症者が爆発的に急増した場合には確保している数が追い付かず、重傷者の治療が不可能になる。新型コロナ感染症の重症者と死亡者の約８割が高齢者と分かってきているが、日本は医療崩壊が起きたイタリアと同様、超高齢社会であることを忘れてはならない。
社会,「アベノマスク」調達も謎だらけ公開情報わずか、発注枚数や単価さえ分からず（47NEWS）,1061,新型コロナウイルスの感染拡大を巡り、安倍政権が全世帯に配布する布マスクの調達先は、医薬品と繊維事業を手掛ける興和（名古屋市）、総合商社の伊藤忠商事（東京）、アパレル製造のマツオカコーポレーション（広島県福山市）の３社で、契約額はそれぞれ約５４億８千万円、約２８億５千万円、約７億６千万円の計約９０億９千万円と公表された。厚生労働省が社民党の福島瑞穂党首の問い合わせに答えた。しかし、各社の契約枚数や単価、郵送費や事務経費は明らかにされず、４６６億円と言われる総費用と約９０億９千万円との差額の明細も非公開だ。こうした不透明な調達手法の問題点について、独禁法や公共調達法制を専攻する上智大法学部の楠茂樹教授に聞いた。（共同通信編集委員＝竹田昌弘）■競争ない随意契約、民間より高価格か―最大の問題点は何か。「厚労省が業界団体に出した布マスク供給企業の募集文書には『１枚当たり１００～２００円程度（納入場所までの輸送代込み）』と調達予定価格が記載され、価格、納期、数量、連絡先を明記した見積書と商品サンプルを厚労省に提出し、国からの発注書で購買契約が成立するとなっている。これは公募して見積もりは取るものの、競争のない随意契約で調達するということだ。しかも通常は随意契約でも、できるだけ発注者に有利となるよう『価格交渉』が行われるが、それもなく、２００円程度ならば言い値でＯＫというスキーム（仕組み）なので、各社は２００円程度の見積もりを出すに決まっている。厚労省は原価の確認や費用の内訳などを精査したのだろうか」―募集文書には、マスクの必要枚数は１・４億枚（全世帯配布分と小中学校配布分の合計）と書かれ、１枚２００円だと、２８０億円になる。約９０億９千万円と全く計算が合わないが。「結局のところ、１枚いくら（単価）で契約したのかが全く不明なのも問題だ。厚労省は単価を明らかにしない理由について『今後の布マスクの調達や企業活動に影響（他の取引先との関係）を及ぼすおそれがある』（福島氏への回答）としている。これは、業務委託の発注などで発注価格を明らかにしない理由としてしばしば使われる『定型文言』だが、費用を適正に反映した価格で国が購入しているならば、単価を公表しても、今後の調達活動に悪影響はない。単価が判明すれば、その価格が基準となって談合を誘発するという理由で非公表とされることはあるが、緊急だから随意契約にしているはずなのに、競争入札を前提に談合の誘発を懸念するというのはナンセンスだ」―とすると、単価を公表しないのは。
社会,欧州若手女性リーダーが危機に支持される理由「やっている感」ではなく、大切なのは誠実さ（47NEWS）,972,新型コロナウィルス感染症（ＣＯＶＩＤ１９）は、今や世界で猛威を振るっている。その対応で、台湾や香港の女性リーダーの活躍が伝えられているが、欧州でも、若手女性リーダーの誠実な対応は、それぞれの国民から認められている。筆者の住むベルギーでは、歴代初の女性首相ソフィー・ウィルメス氏が陣頭指揮をとっている。そこから危機に直面したときのリーダー像を探ってみたい。（ジャーナリスト＝佐々木田鶴）▽ベルギー初の女性首相日本からは想像できないだろうが、ベルギーでは、昨年５月末の総選挙以来、いまだに組閣ができていない。オランダ語を話す人々とフランス語を話す人々の支持政党に大きな違いがあり、結果として、いくつもの少数政党を含めた多党連立政府となるためだ。そのため組閣に１年以上もかかることは珍しくない。そこで、新政権ができるまでは前政権がそのまま続投することになっている。ところが、今回だけは、ちょっと困ったことになった。というのも、前首相が欧州連合（EU）の大統領職に就くために首相の座を降りてしまったからだ。そこで、ピンチヒッターとして登板したのが４５歳のウィルメス氏。３月１７日、ＣＯＶＩＤ１９対応のための緊急臨時政府が正式に樹立し、ベルギーでは初めての女性首相となった。ダークホースから突然浮上した形で就任したウィルメス氏は３月１８日、国営テレビで放映された1時間にも渡る記者会見での封鎖措置発表を粛々とこなし、人気は急上昇。〝中東のＣＮＮ〟とも呼ばれる辛口の衛星テレビ局アルジャジーダが、「機能不全の失敗国ベルギー」がＣＯＶＩＤ１９をなんとか乗り越えようとしているのは、冷静で控えめ、落ち着いて包摂的なウィルメス首相の功績と評価する。▽家父長的リーダーと対照的な庶民目線各国のＣＯＶＩＤ１９への対応をみると、米トランプ大統領、仏マクロン大統領、英ジョンソン首相など、強いカリスマ性を押し出した大国の家父長的リーダーの大きな言葉が一人歩きしている感がある。日本でも、コロナ禍を利用した「やってる感」のアピール合戦が鼻につく。これに比べ、ウィルメス首相を始め、デンマークのメッテ・フレデリクセン首相（４２歳）やフィンランドのサンナ・マリン首相（３４歳）など、若手女性首相たちの実直で人間味のある新型コロナ対策は対照的だ。彼女らは庶民の目線に立っている。
社会,コロナ後では遅い、転職活動の真実「就社」の時代ついに終止符（47NEWS）,880,新型コロナウイルスの感染拡大で突然訪れた経済危機。昨年まで売り手市場だった転職市場にも逆風が吹いている。だが、そんな今だからこそむしろ転職活動を始めるべきだと、転職エージェントで『年収が上がる転職下がる転職』の著書がある山田実希憲氏は説く。いったいどういうことなのか。５０００人以上のビジネスパーソンと面談してきた転職のプロが、コロナで一変する働き方の未来について解説する。■「求人数が多い＝チャンス」は本当か「転職に適した時期はありますか？」。私が過去に実施してきた転職相談の中で多い質問の一つである。特に新型コロナウイルスによって経済活動が停滞する今、転職を再考する人が増えるのは当然のことだろう。実際、求人数は減っている。３月３１日発表の厚生労働省発表データによると、 ２月の新規求人数は前年同月と比較して１３.５％減少。原因の全てが新型コロナによるものとは言えないが、リーマンショック後の不況下に求人が激減したことを振りかえると、今後さらに減少していくことも予想される。企業が採用をしていなければ応募できる企業が減るため、転職に適した時期とは言えない。しかし、求人数が多ければチャンスというほど単純な話でもない。企業が雇用を守ってくれることにも限界がある中で、やはり本質的に捉えるべきは、求人数によって転職を検討するのではなく、働き方を自らが柔軟に計画し、変化に対応していくことにある。はからずも新型コロナの影響が働き方を見つめ直すきっかけとなっているケースは多い。将来が見通しづらい中で、どう生きていくのか、どう働いていくのかという問いに直面してきたことで、いよいよ転職相談は人生相談の場となってきた感がある。本記事ではアフターコロナにおける働き方や転職市場を見越して、個人が備えるべきキャリア計画について触れていきたい。■転職市場で今何が起きているのか先ほど述べたように求人数は減っているものの、全ての求人がストップしてしまうほどには至っていない。企業も人材不足が解消されたわけではなく、課題解決のために採用活動を止めるわけにはいかない状況が続く。
社会,五輪選手の競技力向上へ〝昆虫の繭〟一役絹織物産地・桐生の技術生かし、爪強化の補修液（47NEWS）,1134,小さな昆虫の繭が、世界で活躍するアスリートたちの爪を守る―。絹織物の産地、群馬県桐生市の染色加工会社「アート」が競技者向けの爪補修液を開発・販売した。原料に使われているのはスズメバチや蚕の繭。自然由来の原料を元に製造した製品は米国のアンチ・ドーピング基準（ＢＳＣＧ認証）をクリアし、東京五輪・パラリンピックでも使用可能だ。同社の伊藤久夫社長（７８）は「指先を強くすることで、最高のコンディションで競技に挑んでほしい」と来年に延期となった夏の祭典へ、一役買うことを願っている。（共同通信＝設楽勇太）新たに売り出した補修液の名は「ホーネットシルクネイルローションforアスリート」。ソフトボールや柔道、陸上競技など、手足の爪に負担がかかる競技のパフォーマンス向上を狙っている。伊藤社長によると、開発のきっかけはプロ野球選手が投球の際に爪を割り降板する場面を見てきたこと。若い頃から野球や水泳に打ち込んできた伊藤社長。選手の苦労が痛いほど分かり「指先をテーピングや接着剤で固めているのが現状。爪そのものを丈夫にできないか」と考えるようになったという。同社はこれまで、蚕の繭から抽出した「セリシン」というタンパク質を用い、保湿性や紫外線の吸収などに優れた生地を開発してきた。その生地を使った衣服を着た従業員から「肌がつるつるになった」という声を受け、セリシンの美肌効果に着目。その機能性を取り入れた化粧品なども製造してきた。こうした「桐生の技術」（伊藤社長）を生かして始まった製品開発。研究を重ねるなかで、スズメバチの繭から抽出した「ケラチン」というタンパク質が、爪と同じらせん状の構造で同等の強度を持つことを発見した。さらに、セリシンと混合することで保湿しながら爪を丈夫にできることも明らかに。一昨年１１月、アスリート用に先駆けて一般向けの製品を販売すると、女性向け雑誌などに取り上げられるなど高い評価を得た。アスリート用には、鶏の卵殻膜から抽出したタンパク質を追加で配合。爪との結合をより強め、塗ると凹凸がない滑らかな表面に仕上がるという。昨年３月、試作品を米国のドーピング検査にかけ、合格。伊藤社長によると、「ネイル関連の商品でアンチ・ドーピングの認証を得た商品は無かった」という。現在は柔道などの競技団体へ製品を提供している。そもそも、爪を丈夫にすることがパフォーマンス向上にどれほどの効果があるのだろう。こんな疑問を抱いた記者に伊藤さんは「野生のライオンを見てほしい」とたとえ話を持ち出し説明してくれた。「素手と素足で獲物を捕らえるために、強い爪を突き立てている。爪が弱かったら、地面を強く蹴ることもできない。１秒を争うアスリートには、爪に十分なケアが必要なんです」
社会,コロナ損失補償、憲法に基づき請求できる安倍首相は「現実的ではない」と繰り返すが…（47NEWS）,1031,新型コロナウイルスの感染拡大を巡り、安倍政権は７日、改正特別措置法の緊急事態宣言を発令し、１６日には対象区域を全国に広げ、各都道府県は相次いで一部の事業者に休業や営業時間の短縮を要請した。事業者の損失は深刻だが、安倍晋三首相は「個別の損失に限定して直接補償を行うのは現実的ではない」（１４日の衆院本会議など）と繰り返している。しかし、憲法２９条３項は「私有財産は、正当な補償の下に、これを公共のために用いることができる」と損失補償の制度を定め、最高裁の判例によれば、２９条３項を根拠に損失補償を請求できるという。（共同通信編集委員＝竹田昌弘）■公共の福祉に適合する限り、法律で財産権を規制まず憲法２９条は何を定めているのか。１項で「財産権は、これを侵してはならない」とする一方、２項では「財産権の内容は、公共の福祉に適合するように、法律でこれを定める」としている。この１項と２項は、私有財産制度の下、財産権は基本的人権として保障されるものの、社会全体の利益を考慮して財産権に制約を加える必要性が増大したため、立法府は公共の福祉に適合する限り、法律で財産権を規制できることにしたと解釈されている（共有林の分割を制限していた森林法を憲法違反と判断した１９８７年４月の最高裁判決）。３項は、２項によって定められた法律で財産権を侵害された人への損失補償を定めている。「公共のために用いる」とは、社会全体の利益のために使うという意味で、戦中に制定された食糧管理法が国民の食糧確保や経済の安定を図るため、生産者の財産権を制限し、米や麦などの主要食糧を法定の価格で政府に売り渡すよう定めているのは、憲法２９条３項により、私有財産を正当な補償の下に買い受け、これを公共のために用いることに他ならないとされている（５２年１月の最高裁判決）。３項の「正当な補償」とは、その当時の経済状態から考えられる価格に基づき「合理的に算出された相当な額」とされ、必ずしも市場価格で全額補償しなくてもいいとの判断基準が示されている（５３年１２月の最高裁判決）。戦後の農地改革で、政府が地主から田畑を強制的に買収した際の対価は、市場価格を大きく下回ったが、最高裁はこの判決で、正当な補償と認めた。ただ農地改革は平等な個人で構成される社会とするための例外的な措置であり、最高裁はその後、公共事業による土地の収用で補償金の額が争われた訴訟の判決（７３年１０月）では「完全な補償をなすべきだ」としている。
社会,南極生活は、こんな感じでした【写真特集】「気象予報士のぼちぼち南極」番外編（１）（47NEWS）,954,氷山、ペンギン、しらせの生活…。南極観測隊への同行取材中、数え切れないほどの写真を撮った。これまでの記事で紹介しきれなかった写真もたくさん。そのままハードディスクに埋もれさせていくのはもったいない。そこで、ぼちぼち南極番外編として、観測隊の表情や南極のさまざまな風景を何回かに分けて紹介したい。まずは、南極観測船「しらせ」がオーストラリア西部の港町、フリマントルを出港してから昭和基地への往路の様子をどうぞ。（気象予報士、共同通信＝川村敦）①フリマントル出港の翌日、しらせのオペレーション室で、海洋観測の計画を打ち合わせる第６１次観測隊員。海氷や天気の状況によって、計画はひんぱんに変わる＝２０１９年１２月３日②しらせ船内の理容室で、第６１次観測隊員の小原徳昭さんが頭を丸めた。バリカンを当てたのも同じ観測隊員の村松浩太さん。この後にも続々と坊主が誕生＝１２月３日③魚雷発射！…ではなく、「ＸＣＴＤ」という観測装置を投入する観測隊の柴田成晴さん。使い捨て式で、海に沈みながら水温や塩分を測る＝１２月６日④運動不足解消のため、しらせには各種トレーニングマシンを備えた保養室もある。記者もしばしばエアロバイクをこいだり、筋トレをしたりした＝１２月６日⑤南下するしらせが、南緯５５度を越えた。慣例により、「しらせ船内郵便局」が開設。記念色紙に消印を押すしらせの乗組員＝１２月７日⑥この日は、第６１次隊の航海で初めて氷山を確認。人生で初めて氷山を見たので興奮したが、この後、もっとでかい氷山をいくらでも見ることができた＝１２月７日⑦フリマントルを出港してから１週間。しらせは無数に海氷が広がる海域に入った＝１２月９日⑧氷海の中の観測作業。夜中でこれくらいの明るさ＝１２月９日⑨アルコール度数５５度に濃縮した「コンクウィスキー」が配布された。体を温めるためか、容量を減らすためか。これも観測隊の伝統で、食堂に甘いにおいが漂った＝１２月１２日⑩観測のためにヘリに乗る直前、搭乗員待機室でスタンバイする観測隊員ら。ヘリのクルーは待っている時間が長いので、ちょっといい感じのいすなんだとか＝１２月１６日観測隊｜南極観測のホームページ｜国立極地研究所https://www.nipr.ac.jp/antarctic/jare/
社会,国内外から注目の古代サウナが存続危機ブームで大人気なのに、香川の「塚原から風呂」（47NEWS）,1051,今はコロナ感染症対策で全国的に「ＳｔａｙＨｏｍｅ」となっているが、サウナブームはこのところずっと盛り上がっている。愛好家は「サウナー」と呼ばれ、彼らの日常を描いた漫画「サ道」がテレビドラマ化された。空前と表現されるほどの人気の中、１３００年の歴史を誇る香川県の「古代サウナ」には、国内外から注目が集まる。にもかかわらず保存会によると今は存続が危ういという。なぜだろうか。実際にから風呂を体験し、人気なのに経営危機だという理由を取材した。（共同通信＝古橋遥南）▽蒸し風呂香川県の古代サウナとは、四国遍路結願（けちがん）の地である大窪寺で知られる同県さぬき市の「塚原から風呂」だ。東大寺の大仏建立に協力した奈良時代の高僧・行基が人々の病気を癒やすために作ったとされる。最寄りの琴電長尾駅から車で５分ほどの場所にある塚原から風呂の営業日は毎週木曜日から日曜日までの４日間。正午にオープンし午後９時に終了する。新型コロナウイルス感染予防の観点から、現在は５月６日までの予定で臨時休業している。入浴料は５００円だ。男女共用の風呂は二つあり、石をドーム状に積み上げている。それぞれの大きさは同じで、幅約１・２メートル、奥行き約２・７メートル、高さ約１・７メートル。１０人ぐらいが入れる。風呂の中で大量の薪を燃やした後に、床に敷き詰めたむしろに塩水をまき、発生させた蒸気で体を温める。江戸時代中期まで一般的だった「蒸し風呂」と同じ形態。から風呂の漢字表記と考えられる「空風呂」は蒸し風呂のことだ。加熱直後で温度が高い風呂を「あつい方」、時間がたった風呂を「ぬるい方」として使う。「あつい方」の温度は１５０度近くに達するという。▽呼吸もままならない本場フィンランドへの旅行でサウナに目覚め、暇を見つけては近所のサウナで汗を流している筆者（２４）が今年１月に「あつい方」を体験した。まず、やけどをしないように長袖長ズボンに頭巾をかぶる。続けて草履を履き、口と鼻はタオルで覆った。最後に体全体を毛布で包む。これでもかというほどの重装備で、風呂に入るとは思えない格好だ。草履と頭巾、座布団、毛布は無料で借りることができる。汗を流すシャワールームも併設している。「壁には絶対に触れないで」。風呂に入ろうとした筆者に、保存会の小林憲一会長（７２）が声を掛ける。扉を開けるやいなや熱風に襲われ、思わずたじろぐ。床に座ると１分もしないうちに大粒の汗が噴き出し始めた。あまりの高温に肌はじりじりと焼けるように痛く、呼吸もままならない。
社会,邦人医師が語るニューヨークの〝医療崩壊〟「日本は手遅れになる前に学んで」（47NEWS）,926,患者の命を決定づける決断を毎日迫られる―。新型コロナウイルスの感染者が２０日時点で１３万人を超えている米ニューヨーク市。その北部にあるブロンクスの総合病院「モンテフィオーレ病院」には感染者が次々と押し寄せている。「医療崩壊…だと思う」。同病院に勤務する日本人の集中治療医、コルビン麻衣さん（３６）が共同通信の電話取材にこのほど応じた。「日本は手遅れになる前にニューヨークから学んでほしい」と警告するコルビンさんに、初めての患者受け入れから現在にいたるまで、医療従事者たちが直面した〝惨状〟を克明に語ってもらった。（聞き手、共同通信＝山口弦二）―はじめにコロナの患者が来たのは。「３月１１日だった。３月初めにカテーテルの手術を受けた患者で、術後１週間ぐらいで退院したが翌日に発熱し病院に戻ってきた。そのころニューヨークでも感染者が出てきていたので一応検査したら陽性だった。同僚を含め全然コロナを予期していなかった。マスクもしていなかった。患者をケアしていた看護師は自宅待機になったが、２日後ぐらいには人手がすぐ足りなくなり、そのルールはすぐになくなった。濃厚接触があっても症状がない限りは検査もしないし、自宅待機もない。今もずっとそのルール。そうしないと人手が回らない」―その後の増え方は。「病院から送られてきたメールによると、４月４日の数字で入院患者が４９０人ぐらい。３月１１日以降、毎日どんどん増えた。これは少し前の数字なので、もっと増えているかもしれない」―病院のベッド数は。「もともと約３７０床だが、感染者が増えるにつれて増床していき、病室自体も増やしている。まずは集中治療室（ＩＣＵ）。もともと内科系や一般外科系など４種類あったが、それら全てコロナ専用に変えた。それでも足りないので、オペ室と心臓血管集中治療室（ＣＣＵ）、さらに手技室や会議室などもＩＣＵにした。ＰＡＣＵ（パックユー＝麻酔後回復室）という術後の患者の様子を見るところだけコロナ以外の患者に入ってもらった。一般病棟の数も足りなくなったので、院内の大きな部屋などを工事して患者が入れるようにした」―コロナとコロナ以外の患者の比率は。「ほぼコロナ。多分最低でも８割はコロナではないか」
社会,ドバイ万博延期が日本に教えてくれるもの先手の危機対応に感じる大きな差【世界から】（47NEWS）,982,新型コロナウイルス感染拡大を受け、東京五輪の１年延期が決まった。五輪に限らず、世界各地で予定されていた大規模イベントは次々と実施時期を先延べしている。アラブ首長国連邦（ＵＡＥ）のドバイでの国際博覧会（万博）も同様だ。しかし、決定に至るまでの過程ではドタバタした印象が残る東京五輪と大きな差があった。（ジャーナリスト、共同通信特約＝伊勢本ゆかり）▽中東では初めてドバイ万博は当初、今年１０月から２１年４月までの開催予定だった。アジアと欧州、アフリカの中継地ドバイを舞台に「心をつなぎ、未来を創る」をテーマとして約１９０カ国・地域が出展、約２５００万人の入場を見込んでいた。また、パレスチナ問題を抱えるイスラエルやＵＡＥと対立するイランも出展を予定している。ＵＡＥなどと１７年に断交したカタールにも出展を呼び掛けており、中東の政治対立を超えた画期的なイベントとなることが予想されている。博覧会国際事務局（ＢＩＥ）が承認した大規模な「登録博」としては中東・アフリカで初の開催となる。２０年の五輪開催地で東京が選ばれたのと同じ１３年に、立候補した４都市の中から決まった。ちなみに、次の登録博は２５年の大阪・関西万博だ。２年にわたる招致キャンペーンが成功したときには、世界一の高層ビル「ブルジュ・ハリファ」から花火が打ち上げられるなど、ドバイ国内は祝福ムード一色となった。さらに、決定した当日は祝日として学校などの教育機関が休みとなった。国を挙げて盛り上がる街の様子は、五輪開催地が決定した時の東京をそっくりだった。ドバイにとって記念すべき万博は３月３０日、開幕の１年延期を検討することになった。正式決定はＢＩＥの総会を待たなければならないが、同事務局長が「決定を支持する」と発言しているので大きな変更はないだろう。▽手際の良さ新型コロナウイルス感染防止策として、ドバイ政府は先月２４日から年間８６００万人以上もの利用客があるドバイ国際空港を完全封鎖した。同時に、厳しい外出制限と徹底した消毒作業も実施。最悪の事態に備えて、仮設病院の建設準備や医療従事ボランティアの募集などにも着手している。一時的な危機的状況を住民が一丸となって乗り越えれば、経済活動も早期に回復すると考えている。外出禁止令の敷かれた夜間の街を皇太子が自ら視察に出かけるなど、積極的かつ厳格に対処している。
